ID,URL,Collection,Title,Contents,Battery,Energy,Power,Sustainab,Green,Included,Notes
ROSD80,https://discourse.ros.org/t/self-driving-development-platform-hacking-based-on-ros-for-engineers-and-hackers/3716,ROSDiscourse,Self-Driving Development Platform Hacking Based On ROS－For Engineers and Hackers,elf-driving setup and test of 1/16 scale car powered by Raspberry PiInstallation and test run o,0,0,1,0,0,,
ROSD81,https://discourse.ros.org/t/announcing-the-hardware-robot-information-model-hrim/3906,ROSDiscourse,Announcing the Hardware Robot Information Model (HRIM),"communication, cognition, user interfaces or power. Each type is composed by sub-types or devic",0,0,1,0,0,,
ROSD82,https://discourse.ros.org/t/ros-in-art-installations-projects/4923,ROSDiscourse,ROS in art installations/projects,"ngs on a Glass Box. We had 4 robotic buckets powered by ROS, navigation around a room filled wi",0,0,2,0,0,,
ROSD83,https://discourse.ros.org/t/2019-ros-course-ultimate-guide-implement-ros-on-all-robots/8342,ROSDiscourse,2019 ROS COURSE Ultimate Guide : Implement ROS on all Robots,"start making your upcoming robotics projects powered with ROS.packages used are
-rviz
-gazeebo
",0,0,1,0,0,,
ROSD84,https://discourse.ros.org/t/roscon-2018-informal-meetings-of-special-interest-groups/6151,ROSDiscourse,ROSCon 2018 Informal Meetings of Special Interest Groups,"ook for our table(s) where I’ll be wearing a green Ivy cap, and a tan brown SROS shirt.
 Bring ",0,0,0,0,1,,
ROSD85,https://discourse.ros.org/t/fiducial-marker-based-localization-system-package-annoucement/4050,ROSDiscourse,Fiducial Marker Based Localization System - Package Annoucement,"I would think that visible markers should be green in RViz, and out-of-frame ones red.I can see",0,0,0,0,1,,
ROSD86,https://discourse.ros.org/t/rosin-call-for-education-projects-eps-deadline-september-14-2018/5448,ROSDiscourse,"ROSIN: Call for Education Projects (EPs) - Deadline: September 14, 2018",onal activities with and outline a sound and sustainable plan to achieve it. If successfully evalua,0,0,0,1,0,,
ROSD87,https://discourse.ros.org/t/discussion-on-ros-to-ros2-transition-plan/6155,ROSDiscourse,Discussion on ROS to ROS2 transition plan,stion of limited resources might be the most powerful one.  If Open Robotics has N hours to wor,0,0,1,0,0,,
ROSD88,https://discourse.ros.org/t/ros-comm-request-for-help/5840,ROSDiscourse,Ros_comm - request for help,decision as a company on where to focus our energy and the reality of what type and scope of wo,0,1,0,0,0,,
ROSD89,https://discourse.ros.org/t/looking-for-kobuki-power-supply-battery-charger/8754,ROSDiscourse,Looking for Kobuki power supply / battery charger,"AC, 50/60Hz, 1.5A max; Output: 19V DC, 3.16A power supply.Here’s an example on Amazon: As for t",0,0,1,0,0,,
ROSD90,https://discourse.ros.org/t/is-this-the-place-to-discuss-bugs-and-fixes-to-ros-serial/8527,ROSDiscourse,Is this the place to discuss bugs and fixes to ROS_serial?,re useful if it worked better with some more powerful platforms like an STM32F that runs an RTO,0,0,1,0,0,,
ROSD91,https://discourse.ros.org/t/announcing-new-packages-for-turtlebot3-in-ros2-including-cartographer-and-navigation2/7694,ROSDiscourse,Announcing new packages for TurtleBot3 in ROS2 (including Cartographer and Navigation2),use the logic provided by the package which powers it by using the scripts locally or withing,0,0,1,0,0,,
ROSD92,https://discourse.ros.org/t/addition-of-radar-specific-message-s-to-sensor-msgs/2724,ROSDiscourse,Addition of Radar-Specific Message(s) to sensor_msgs,intrinsic properties like  (a measure of the power of the returned signal - also applies to the,0,0,1,0,0,,
ROSD93,https://discourse.ros.org/t/ros-developers-podcast-rdp/4505,ROSDiscourse,ROS Developers Podcast (RDP),ROS code to provide access to your robot to powerful mathematical libraries. Included in the p,0,0,1,0,0,,
ROSD94,https://discourse.ros.org/t/creating-web-user-interface-for-ros-powered-robots-with-bootstrap-4/5731,ROSDiscourse,Creating web user interface for ROS powered robots with Bootstrap 4,a modern-looking web user interface for ROS powered robots thanks to Bootstrap 4 framework and,0,0,1,0,0,,
ROSD95,https://discourse.ros.org/t/roscon-2018-program-published/5537,ROSDiscourse,ROSCon 2018 Program Published,ade it possible to build a team and create a sustainable organization around it. The DRC program al,0,0,0,1,0,,
ROSD96,https://discourse.ros.org/t/roscon-2019-diversity-scholarships-applications-open/8856,ROSDiscourse,ROSCon 2019 Diversity Scholarships: Applications Open,tend my first robotics conference and feel empowered to keep working to try and make a positive,0,0,1,0,0,,
ROSD97,https://discourse.ros.org/t/xel-network-first-application-distributing-xel-devices-100-set-for-free-in-roscon2018/6115,ROSDiscourse,XEL Network first application + Distributing XEL devices 100 set for free in ROScon2018!," use of sensors, ROS2 communication(DDS) and power monitoring, providing an easy-to-use experie",0,0,1,0,0,,
ROSD98,https://discourse.ros.org/t/introducing-the-xel-network-modular-h-w-ecosystem-over-ros2/6050,ROSDiscourse,Introducing the XEL Network : Modular H/W ecosystem over ROS2,rity within the ROS ecosystem. Specially one powered by microcontrollers. I encourage you guys,0,0,1,0,0,,
ROSD99,https://discourse.ros.org/t/announcing-tf-remapper-cpp-and-static-transform-mux-more-power-to-your-tf/9219,ROSDiscourse,Announcing tf_remapper_cpp and static_transform_mux: More power to your TF!,g TF? Have you looked at the ?  Stop wasting energy and CPU cycles by moving to . The API is a s,0,1,0,0,0,,
ROSD100,https://discourse.ros.org/t/beta-test-dynamixel-wizard-2-0/7819,ROSDiscourse,[Beta Test] DYNAMIXEL Wizard 2.0," Trossen?
(I am also back-feeding 12V with a power hub)I’ve tried to get the wizard2 software t",0,0,1,0,1,,
ROSD101,https://discourse.ros.org/t/e-book-a-guide-for-teaching-ros/5828,ROSDiscourse,[E-book] A Guide for Teaching ROS,"(Download the free e-book here: )  is a very powerful system that   . But at the same time, it ",0,0,1,0,0,,
ROSD102,https://discourse.ros.org/t/preparing-for-lunar-sync-2017-08-07/2398,ROSDiscourse,Preparing for Lunar Sync 2017-08-07,avigation has been released (  ) and we have green jobs on all platforms. What is the expected,0,0,0,0,1,,
ROSD103,https://discourse.ros.org/t/sphero-rvr-needs-ros-interface/12163,ROSDiscourse,Sphero RVR Needs ROS Interface,"other drive functions. The API also accesses power and drive status, and controls LEDs. The Sph",0,0,1,0,0,,
ROSD104,https://discourse.ros.org/t/deterministic-navigation-in-ros/11442,ROSDiscourse,"""Deterministic"" navigation in ROS"," 18.04 every code commit, so if the badge is green on the repo, it should build (at least on Ub",0,0,0,0,1,,
ROSD105,https://discourse.ros.org/t/ros-a-focused-initiative-for-agriculture/2563,ROSDiscourse,ROS-A Focused Initiative for Agriculture,on contact us.MattI’ve done a lot of work in greenhouse automation and control. As a part of th,0,0,0,0,1,,
ROSD106,https://discourse.ros.org/t/guidelines-for-asking-for-new-package-releases/618,ROSDiscourse,Guidelines for asking for new package releases,se ecosystem but on thing that makes it very powerful is the availability of binary packages on,0,0,1,0,0,,
ROSD107,https://discourse.ros.org/t/maintainer-best-practices-handling-changes-through-ros-releases/771,ROSDiscourse,Maintainer best practices handling changes through ROS releases,e more flexibility. Binary builds are a very powerful tool for easy deployment and collaboratio,0,0,1,0,0,,
ROSD108,https://discourse.ros.org/t/fximu-sensor-for-ros-open-source-project/11339,ROSDiscourse,FXIMU Sensor for ROS - Open Source Project,nearly no latency. It attaches directly and powered by USB port.Calibration is done by putting,0,0,1,0,0,,
ROSD109,https://discourse.ros.org/t/weekend-hardware-happy-hour/12261,ROSDiscourse,Weekend Hardware Happy Hour!,lopment. Ended up annoying me  much it stays powered off on my desk.Video showing basic setup (,0,0,1,0,0,,
ROSD110,https://discourse.ros.org/t/perception-control-unit/8472,ROSDiscourse,Perception control unit,"ade heterogeneous socs, sufficient computing power to handle in-car network communication as we",0,0,1,0,0,,
ROSD111,https://discourse.ros.org/t/calibration-toolkit-cant-extract-points-from-the-grapped-lidar-for-camera-to-velodyne-calibration/8940,ROSDiscourse,Calibration Toolkit: Can't extract points from the grapped lidar for camera to velodyne calibration,’t specify the area of the chessboard as the green circle not always show up and it it show up,0,0,0,0,1,,
ROSD112,https://discourse.ros.org/t/wg-rp-autoware-reference-platform-definition-documentation/9949,ROSDiscourse,[WG RP] Autoware Reference Platform Definition Documentation,figuration.You can put P1-P4 together in one powerful computer.Can also deploy different featur,0,0,2,0,0,,
ROSD113,https://discourse.ros.org/t/autoware-working-group-20190904/10388,ROSDiscourse,Autoware Working Group 20190904,"WG. Currently we have  and virtually no humanpower available to do them.Powered by , best viewe",0,0,1,0,0,,
ROSD114,https://discourse.ros.org/t/current-status-of-freertps/1396,ROSDiscourse,Current status of FreeRTPS?," is all open-source, so if you have time and energy to spend on FreeRTPS, it’s certainly there f",0,1,0,0,0,,
ROSD115,https://discourse.ros.org/t/ros2-anything-equivalent-to-topic-tools-shapeshifter/3393,ROSDiscourse,ROS2: anything equivalent to topic_tools:ShapeShifter?,ROS 1 might be replaced with something more powerful since the format can’t handle several of,0,0,1,0,0,,
ROSD116,https://discourse.ros.org/t/introducing-ros2-sanitizer-report-and-analysis/9287,ROSDiscourse,Introducing ROS2 Sanitizer Report and Analysis,"h Gazebo, such toolset could become a rather powerful helper to diagnose vulnerabilities while ",0,0,1,0,6,,
ROSD117,https://discourse.ros.org/t/optional-fields-in-message/991,ROSDiscourse,Optional Fields in Message,t code paths.  This approach has proven very powerful as primatives used by the 2D navigation s,0,0,1,0,0,,
ROSD118,https://discourse.ros.org/t/ros2-intel-movidius-ncs-release-initial-version-v0-3-0/4349,ROSDiscourse,ROS2 Intel Movidius NCS Release - Initial Version(V0.3.0),"rovides the following features for ROS2 with powerful :
• A service for  of a static image file",0,0,1,0,0,,
ROSD119,https://discourse.ros.org/t/access-all-publisher-subscriptions-of-a-node/4269,ROSDiscourse,Access all Publisher/Subscriptions of a node,the ROS2 traffic has grown that’s becoming unsustainable and we’ve decided to transition to our sta,0,0,0,1,0,,
ROSD120,https://discourse.ros.org/t/ros2-create-shared-message-from-roscon-2014/12736,ROSDiscourse,ROS2: Create Shared Message from ROSCon 2014,ROS2 user-facing APIs. I think its far too “powerful” for the average or novice user to a poin,0,0,1,0,0,,
ROSD121,https://discourse.ros.org/t/ros2-pcl-perceptions/3596,ROSDiscourse,ROS2 pcl_perceptions,"r publishing API supporting  should be quite powerful.Hi Paul,Hope you are doin good.
We were b",0,0,1,0,0,,
ROSD122,https://discourse.ros.org/t/ros2-navigation-input-requested/4884,ROSDiscourse,ROS2 Navigation - Input requested,s to push towards cheaper/smaller processing power – and some of the optimization in terms of 2,0,0,1,0,0,,
ROSD123,https://discourse.ros.org/t/ros2-security-working-group-online-meeting-september-17th-2019-between-10am-and-11am-pdt-utc-7/10380,ROSDiscourse,"ROS2 Security Working Group Online Meeting - September 17th, 2019 between 10AM and 11AM PDT (UTC-7)",".You have been invited to an online meeting, powered by Amazon Chime.
Chime meeting ID: 1216476",0,0,1,0,0,,
ROSD124,https://discourse.ros.org/t/ros2-security-working-group-online-meeting-august-7th-2019-between-9am-and-10am-pdt-utc-7/10146,ROSDiscourse,"ROS2 Security Working Group Online Meeting - August 7th, 2019 between 9AM and 10AM PDT (UTC-7)",".You have been invited to an online meeting, powered by Amazon Chime.I’d like to discuss easier",0,0,1,0,0,,
ROSD125,https://discourse.ros.org/t/ros2-real-time-working-group-online-meeting-3-oct-2-2019-7am-pdt-utc-7/10741,ROSDiscourse,"ROS2 Real-time Working Group Online Meeting 3 - Oct 2, 2019, 7AM PDT (UTC-7)",se won’t let me upload the presentation as a powerpoint and the presentation in pdf format is n,0,0,3,0,0,,
ROSD126,https://discourse.ros.org/t/ros2-security-working-group-online-meeting/6393,ROSDiscourse,ROS2 Security Working Group Online Meeting,"TYou have been invited to an online meeting, powered by Amazon Chime.Meeting ID: 3393 57 7780Un",0,0,2,0,0,,
ROSD127,https://discourse.ros.org/t/ros2-security-working-group-online-meeting-feb-13th-2019-between-2-00-3-00-pm-pst/7639,ROSDiscourse,"ROS2 Security Working Group Online Meeting - Feb 13th, 2019 between 2:00 - 3:00 PM PST",".You have been invited to an online meeting, powered by Amazon Chime.Meeting ID: 1287 75 7019Un",0,0,1,0,0,,
ROSD128,https://discourse.ros.org/t/ros-2-real-time-working-group-online-meeting-7-dec-11-2019-7am-pdt-utc-8/11863,ROSDiscourse,"ROS 2 Real-time Working Group Online Meeting 7 - Dec 11, 2019, 7AM PDT (UTC-8)","n to realize that design.With the limited manpower we have, we decided the nicest thing we coul",0,0,1,0,0,,
ROSD129,https://discourse.ros.org/t/can-we-chat-about-breaking-changes-in-stable-releases/10689,ROSDiscourse,Can we chat about breaking changes in stable releases?,on releases are blocked on those tests being green. That way each time a breakage like this hap,0,0,0,0,2,,
ROSD130,https://discourse.ros.org/t/ros2-security-working-group-online-meeting-may-1st-2019-between-9am-and-10pm-pdt-utc-7/8786,ROSDiscourse,"ROS2 Security Working Group Online Meeting - May 1st, 2019 between 9AM and 10PM PDT (UTC-7)",".You have been invited to an online meeting, powered by Amazon Chime.thanks, i did not get a ch",0,0,1,0,0,,
ROSD131,https://discourse.ros.org/t/introducing-the-robot-vulnerability-database/11105,ROSDiscourse,Introducing the Robot Vulnerability Database,"eans Alias Robotics intends to , we aim to empower it.That said, while we look up to the work t",0,0,1,0,0,,
ROSD132,https://discourse.ros.org/t/multi-robot-coordination-distributed-synchronization-of-industrial-robots-through-ros-2/9288,ROSDiscourse,Multi-robot coordination: Distributed synchronization of industrial robots through ROS 2,"obots and an external process. Everything is powered by the .In both setups, all the devices ar",0,0,1,0,0,,
ROSD133,https://discourse.ros.org/t/how-to-support-ros2-on-macos/10451,ROSDiscourse,How to support ROS2 on MacOS?,s.I don’t think that we have the capacity to sustainably build community projects on  as part of th,0,0,0,1,0,,
ROSD134,https://discourse.ros.org/t/ros-2-eloquent-elusor-call-for-testing-and-package-releases/10923,ROSDiscourse,ROS 2 Eloquent Elusor call for testing and package releases,"ckage yet. The build farm status page is all green though, indicating the sync is completed. Is",0,0,0,0,1,,
